City,State,Country,NumUsers,PayrollLast90,HasAutoPilot,Sales45,GoalCheck,StaffSalaries,MarketingROISource,EmailReports,AvgNoLoginsDay30,SalesMixActive,ConsistencyActive,DecathlonActive,CompApplied,ManualQuotes,ManualActivities,ECRMQuotes,ECRMActivities,SalesTrackMod,ActivityTrackMod,BasicCompMod,CompUpTo10Mod,PremiumCompMod,PremiumBuilderMod,ROIMod,AspirantMod,EmailReportMod,PointsMod,VitalStatsMod,GoalsMod,BusinessUnitMod,ShowModifyCompPlanMod
Gig Harbor,WA,USA,5,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Detroit Lakes,MN,USA,7,5,10,10,10,5,5,0,20,no,no,yes,yes,no,no,no,no,yes,no,no,no,no,no,no,yes,no,no,no,no,no,no
Long Beach,CA,USA,3,0,0,10,10,5,5,5,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Laurel,MD,USA,4,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Downey,CA,USA,5,0,0,10,10,0,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Ricklin,CA,NULL,5,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Baton Rouge,LA,USA,8,5,0,10,10,0,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,4,5,10,10,10,5,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Attica,IN,USA,4,5,0,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
New Orleans,LA,USA,4,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Millersville ",MD,USA,3,5,10,10,10,5,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
McDonough,GA,USA,9,5,10,10,10,5,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
San Antonio,TX,USA,11,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Jamaica,NY,USA,9,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Tucson,AZ,USA,5,5,10,10,10,5,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Sparks,NV,USA,5,5,0,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lavonia,GA,USA,8,5,10,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Wolf Point,MT,USA,4,5,10,10,10,5,5,5,20,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Charlottesvile,VA,USA,20,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Stevenson Ranch,CA,USA,5,0,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Durango,CO,USA,7,5,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"perry hall ",MD,USA,3,5,10,10,10,0,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Roswell,GA,USA,4,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Houston ",TX,USA,7,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,10,10,10,5,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Columbia,MD,USA,4,5,10,10,10,5,5,5,0,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Fenton,MO,USA,5,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,10,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Richmond Hill,GA,USA,2,5,10,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Santa Clarita,CA,USA,9,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Coon Rapids,MN,USA,3,5,0,10,10,0,5,0,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Chandler,AZ,USA,5,0,0,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
nashville,TN,USA,5,0,0,10,10,0,5,5,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
stanley,NC,USA,3,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,10,10,10,0,5,5,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Garland ",TX,USA,5,5,10,10,10,0,5,0,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Henderson,NV,USA,5,5,0,10,10,5,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Albuquerque,NM,USA,5,5,0,10,10,0,5,5,20,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
oxnard,CA,USA,10,0,10,0,10,0,5,0,20,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Baltimore,MD,USA,6,5,0,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
West Bloomfield,MI,USA,5,5,10,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,10,10,10,0,5,0,20,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,0,0,0,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
San Diego,CA,USA,5,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
HUMBLE,TX,USA,1,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Walnut ",CA,USA,4,5,10,10,10,5,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,0,10,10,5,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,10,10,0,0,0,0,0,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Sugar Grove,IL,USA,4,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,0,0,10,10,0,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,10,10,10,0,5,0,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Laguna Niguel,CA,USA,4,5,10,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
pendlenton,OR,NULL,5,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Parkville,MO,USA,5,0,0,0,10,5,5,5,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,11,0,0,10,10,5,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,0,10,10,5,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
san francisco,CA,USA,5,0,0,10,10,0,5,0,20,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Wilmington,NC,USA,6,5,0,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Indio,CA,USA,5,0,0,10,10,0,5,5,20,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Miami,NULL,USA,4,5,10,10,10,0,5,5,20,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,0,0,0,0,5,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Las Vegas,NV,USA,9,5,10,10,10,5,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,5,10,10,10,0,5,0,20,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Kenner,LA,USA,4,0,0,10,10,0,5,0,20,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,5,20,yes,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Guymon,OK,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,3,5,0,10,10,5,5,0,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pasadena,NULL,USA,6,0,10,10,10,0,5,0,20,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Chino Hills,CA,USA,4,0,0,10,10,0,5,5,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Claremore,OK,USA,5,0,0,10,0,0,0,0,0,no,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Kennesaw,GA,USA,5,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
kensington,MD,USA,6,5,10,10,10,0,5,5,20,no,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Schamburg,IL,USA,8,5,0,10,10,5,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
St Charles,IL,USA,6,5,10,10,10,0,5,0,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,10,10,10,0,5,5,20,no,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Las Vegas,NV,USA,15,5,10,10,10,5,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,5,0,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
St. Petersburg,FL,USA,6,5,10,10,10,5,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
COMMACK,NY,USA,5,5,10,10,10,5,5,0,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Flagstaff,AZ,USA,6,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,5,10,10,10,0,5,0,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Waxahachie ",TX,USA,4,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Leesburg,FL,USA,15,5,10,10,10,0,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Hewitt,TX,USA,4,5,10,10,10,0,5,0,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Dallas,TX,USA,4,5,0,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Downey,CA,USA,9,5,10,10,10,0,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Indianapolis,IN,USA,7,5,10,10,10,0,5,5,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
GIBSONIA,PA,USA,5,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Jacksonville,NC,USA,4,5,10,10,10,5,5,5,20,no,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Renton,WA,USA,4,5,10,10,10,0,5,5,20,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Saratoga Springs,UT,USA,5,5,10,10,10,0,5,0,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bethesda,OH,USA,6,5,10,10,10,5,5,5,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
CYpress,TX,USA,12,5,0,10,10,5,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Plano,TX,USA,8,5,10,10,10,0,5,0,20,no,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
REDMOND,OR,USA,5,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Woodstock,GA,USA,5,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Mountain Grove,MO,USA,6,5,0,10,10,5,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,5,0,10,10,5,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Tyler ",TX,NULL,9,5,0,10,10,5,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Indianapolis,IN,USA,5,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,22,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Gilbert ",AZ,USA,6,5,10,10,10,0,5,0,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Tempe,AZ,USA,6,5,0,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,10,10,10,0,5,5,20,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Irving,TX,USA,5,5,10,10,10,5,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Rockwall,TX,USA,4,5,10,10,10,5,5,0,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
woodbury,MN,USA,5,5,0,10,10,0,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Houston,TX,USA,17,5,0,10,10,0,5,5,20,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Burlington,WA,USA,5,5,0,10,10,0,5,0,20,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Springfield,MO,USA,8,5,10,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
FLORISSANT,MO,USA,4,0,0,10,10,0,5,5,20,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,2,5,10,10,10,0,5,5,20,yes,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
"lockport ",LA,USA,6,5,0,10,10,0,5,5,20,no,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Crossville ",TN,USA,2,5,10,10,10,0,5,0,20,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Valencia,PA,USA,4,5,0,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Mason,MI,USA,8,0,0,10,0,0,0,0,0,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,7,0,0,0,0,0,0,0,0,no,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Kissimmee,FL,USA,13,5,0,10,10,0,5,5,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Chicago,IL,USA,6,5,10,10,10,0,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
cambridge,MN,USA,8,5,0,10,10,5,5,0,20,no,no,yes,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,4,0,0,10,10,5,5,0,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Springville,NY,USA,5,5,0,10,10,5,5,5,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Highlands Ranch,CO,USA,5,0,0,0,0,0,0,0,0,no,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,0,0,10,0,0,0,0,0,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lacrosse,WI,USA,6,5,10,10,10,5,5,5,20,yes,yes,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Albuquerque,NM,USA,7,5,0,10,10,5,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Nashville,IL,USA,9,5,10,10,10,5,5,5,20,yes,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Oro Valley,AZ,USA,5,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,6,5,10,0,10,0,5,0,0,yes,yes,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Bay Village,OH,USA,6,0,0,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Christiansburg,VA,USA,3,5,10,10,10,5,5,5,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Pittsburgh,PA,USA,5,0,0,10,10,5,5,0,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Richmond,TX,USA,6,5,10,10,10,0,5,5,20,yes,no,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
BOTHELL,WA,USA,17,5,10,10,10,0,5,0,20,yes,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Newman,GA,NULL,6,5,10,10,10,0,5,0,20,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,0,10,10,0,5,0,20,yes,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Denver,CO,USA,4,5,10,10,10,5,5,5,20,yes,yes,no,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,0,10,10,5,5,5,20,no,no,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no
Nashville,TN,USA,2,5,10,10,10,0,5,5,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Palm Beach Gardens,FL,USA,6,5,0,10,10,5,5,5,20,no,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
"Irving ",TX,USA,8,5,10,10,10,0,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
NULL,NULL,NULL,5,5,0,10,10,5,5,0,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Lancaster,OH,USA,4,5,10,10,10,5,5,5,0,yes,no,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Cibolo,TX,NULL,15,0,0,0,10,0,5,0,20,yes,no,no,no,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Springfield,IL,USA,5,5,10,10,10,0,5,0,20,no,no,yes,yes,no,no,no,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Chicago,IL,USA,5,0,0,10,0,0,0,0,0,no,no,no,no,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Conroe,TX,USA,9,5,10,10,10,0,5,5,20,no,no,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Las Vegas,NV,USA,5,5,10,10,10,5,5,5,20,yes,yes,no,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
Highland Mills,NY,USA,3,5,10,10,0,0,0,5,0,yes,yes,no,yes,yes,no,yes,no,yes,yes,yes,yes,yes,yes,no,yes,yes,yes,yes,yes,yes,no
